Time Index	X1 in mm	W1 in mm	Y1 in %	X2 in °C	W2 in °C	Y2 in %	F1 in l/h	T1 in °C	T2 in °C	T3 in °C	Pos in %
10:10.97	249.750000	250.000000	62.878891	27.289886	20.000000	0.000000	541.000000	27.289886	26.825266	26.515512	0.475000
10:11.97	248.250000	250.000000	59.738533	27.289886	20.000000	0.000000	541.039978	27.289886	26.825266	26.515512	0.470000
10:12.97	247.875000	250.000000	58.727367	27.289886	20.000000	0.000000	541.039978	27.289886	26.825266	26.515512	0.470000
10:13.97	247.125000	250.000000	56.909248	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.470000
10:14.98	246.187500	250.000000	54.364166	27.289886	20.000000	0.000000	541.039978	27.289886	26.825266	26.567129	0.470000
10:15.97	245.687500	250.000000	52.768700	27.289886	20.000000	0.000000	541.000000	27.289886	26.825266	26.567129	0.470000
10:16.97	245.250000	250.000000	51.268082	27.289886	20.000000	0.000000	541.000000	27.289886	26.825266	26.567129	0.470000
10:17.97	244.625000	250.000000	48.969131	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.475000
10:18.97	244.437500	250.000000	47.835175	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.470000
10:19.97	244.312500	250.000000	46.802773	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.475000
10:20.97	244.125000	250.000000	45.186081	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.470000
10:21.98	244.187500	250.000000	44.483624	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.470000
10:22.97	244.000000	250.000000	43.297215	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.470000
10:23.97	244.125000	250.000000	42.267426	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.470000
10:24.97	244.187500	250.000000	41.618965	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.470000
10:25.97	244.812500	250.000000	42.021648	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:26.97	245.687500	250.000000	42.721809	27.289886	20.000000	0.000000	541.000000	27.289886	26.825266	26.567129	0.470000
10:27.97	246.687500	250.000000	44.154182	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.470000
10:28.97	249.312500	250.000000	48.855881	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.470000
10:29.97	251.687500	250.000000	53.583809	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.470000
10:30.97	253.687500	250.000000	57.899239	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.470000
10:31.98	256.187500	250.000000	63.888626	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:32.97	256.875000	250.000000	66.111366	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.470000
10:33.98	257.312500	250.000000	68.032501	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:34.98	257.187500	250.000000	69.337685	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:35.98	256.812500	250.000000	69.595535	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:36.97	256.562500	250.000000	70.036766	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:37.98	255.750000	250.000000	69.733658	27.289886	20.000000	0.000000	541.000000	27.289886	26.876883	26.567129	0.470000
10:38.97	255.437500	250.000000	69.948349	27.289886	20.000000	0.000000	541.039978	27.289886	26.876883	26.567129	0.470000
10:39.97	254.687485	250.000000	69.550705	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.475000
10:40.97	254.375015	250.000000	69.592896	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.475000
10:41.97	253.750000	250.000000	68.910080	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.475000
10:42.97	253.125015	250.000000	68.429420	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:43.97	252.437500	250.000000	67.492973	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:44.98	251.687500	250.000000	66.303841	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:45.98	250.875000	250.000000	64.991623	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.470000
10:46.97	250.124985	250.000000	63.583912	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:47.97	249.187500	250.000000	61.705460	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:48.97	247.937500	250.000000	58.944027	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:49.98	247.125000	250.000000	57.016273	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:50.97	246.500000	250.000000	55.373940	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:51.98	244.750000	250.000000	51.063564	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:52.98	244.937500	250.000000	50.706642	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:53.97	244.187500	250.000000	48.031666	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.475000
10:54.98	243.812500	250.000000	46.485104	27.341522	20.000000	0.000000	541.039978	27.341522	26.876883	26.567129	0.470000
10:55.97	243.687500	250.000000	45.364643	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.470000
10:56.97	243.562500	250.000000	43.750610	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.470000
10:57.98	243.250000	250.000000	42.164097	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.470000
10:58.97	243.375000	250.000000	41.509274	27.341522	20.000000	0.000000	541.000000	27.341522	26.876883	26.567129	0.470000
10:59.97	243.500000	250.000000	40.332150	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.475000
11:00.98	243.687500	250.000000	39.802917	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.475000
11:01.97	244.125000	250.000000	39.767597	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.475000
11:02.98	245.250000	250.000000	40.860008	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.470000
11:03.98	246.500000	250.000000	42.734764	27.341522	20.000000	0.000000	541.039978	27.341522	26.928497	26.567129	0.470000
11:04.98	250.437500	250.000000	50.108604	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.475000
11:05.97	253.062485	250.000000	55.511734	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.567129	0.475000
11:06.98	255.562515	250.000000	61.035091	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.470000
11:07.98	257.437500	250.000000	66.129257	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:08.97	257.937500	250.000000	68.190613	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.515512	0.470000
11:09.97	258.125000	250.000000	69.633263	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:10.98	257.500000	250.000000	70.073830	27.341522	20.000000	0.000000	541.000000	27.341522	26.928497	26.515512	0.470000
11:11.98	257.312500	250.000000	70.751266	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:12.97	256.375000	250.000000	70.332855	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:13.98	256.062500	250.000000	70.595886	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:14.98	255.562515	250.000000	70.424408	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:15.98	255.124985	250.000000	70.681343	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:16.98	254.500000	250.000000	70.136185	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:17.98	253.874985	250.000000	69.535118	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:18.98	253.062485	250.000000	68.688774	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.475000
11:19.97	252.187485	250.000000	67.345345	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.475000
11:20.98	251.374985	250.000000	65.994652	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:21.98	249.937500	250.000000	63.305634	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.475000
11:22.98	249.125000	250.000000	61.650127	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.470000
11:23.98	247.937500	250.000000	59.111595	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.515512	0.475000
11:24.98	246.687500	250.000000	56.069763	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.470000
11:25.98	246.062500	250.000000	54.350159	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.470000
11:26.98	244.750000	250.000000	50.770805	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.470000
11:27.98	244.125000	250.000000	48.759045	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.475000
11:28.98	243.687500	250.000000	47.055397	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.470000
11:29.98	242.937500	250.000000	44.157780	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.470000
11:30.98	242.625000	250.000000	42.539368	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.470000
11:31.98	242.750000	250.000000	41.672165	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.470000
11:32.98	242.312500	250.000000	39.282913	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.470000
11:33.98	242.312500	250.000000	38.214348	27.393139	20.000000	0.000000	541.000000	27.393139	26.928497	26.567129	0.475000
11:34.98	242.562500	250.000000	37.641190	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.470000
11:35.98	243.187500	250.000000	37.342983	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.470000
11:36.98	243.687500	250.000000	37.297977	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.475000
11:37.98	244.500000	250.000000	38.077927	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.470000
11:38.98	248.187500	250.000000	44.529045	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.475000
11:39.98	251.250000	250.000000	50.506790	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.475000
11:40.98	255.124985	250.000000	58.855476	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.475000
11:41.98	256.687500	250.000000	62.803204	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:42.98	257.750000	250.000000	65.860199	27.393139	20.000000	0.000000	541.000000	27.393139	26.980133	26.567129	0.470000
11:43.98	258.125000	250.000000	68.309654	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:44.98	258.062500	250.000000	69.327507	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:45.99	257.750000	250.000000	69.831352	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:47.04	257.187500	250.000000	70.330284	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:48.15	256.500000	250.000000	69.929626	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:49.08	256.187500	250.000000	70.262794	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.567129	0.470000
11:50.01	255.750000	250.000000	70.627174	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:50.01	255.750000	250.000000	70.627174	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:51.98	255.124985	250.000000	70.927750	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.567129	0.470000
11:52.98	254.062500	250.000000	69.793793	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:54.09	253.687500	250.000000	69.610779	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.470000
11:55.20	252.187485	250.000000	67.291740	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.475000
11:55.98	251.250000	250.000000	65.692078	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.475000
11:57.14	250.000000	250.000000	63.337223	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.567129	0.475000
11:57.99	249.187500	250.000000	61.687099	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.567129	0.475000
11:58.97	247.562500	250.000000	58.146950	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.567129	0.475000
12:00.15	243.375000	250.000000	49.194839	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.515512	0.475000
12:01.13	245.375000	250.000000	52.401909	27.444773	20.000000	0.000000	541.000000	27.444773	26.980133	26.515512	0.470000
12:01.46	245.375000	250.000000	52.401909	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.515512	0.475000
12:01.46	245.375000	250.000000	52.401909	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.515512	0.475000
12:03.93	243.187500	250.000000	45.054253	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.515512	0.475000
12:04.99	242.937500	250.000000	43.590252	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.515512	0.475000
12:06.26	242.937500	250.000000	42.567459	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:06.81	242.750000	250.000000	41.186749	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:08.07	242.437500	250.000000	38.968674	27.444773	20.000000	0.000000	541.000000	27.444773	27.031748	26.515512	0.475000
12:08.71	242.437500	250.000000	38.474590	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:10.16	242.937500	250.000000	37.331047	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.475000
12:10.88	243.250000	250.000000	36.935307	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.475000
12:11.47	243.562500	250.000000	37.092304	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:13.15	245.562500	250.000000	39.419327	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:13.93	248.187500	250.000000	44.109230	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:13.93	248.187500	250.000000	44.109230	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:15.76	249.500000	250.000000	46.610043	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.470000
12:16.80	256.187500	250.000000	60.924721	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.515512	0.475000
12:18.17	258.437500	250.000000	67.632431	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.463879	0.475000
12:19.03	258.687500	250.000000	69.342392	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:19.03	258.687500	250.000000	69.342392	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:20.51	258.250000	250.000000	70.310776	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.463879	0.475000
12:21.80	257.500000	250.000000	70.542702	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:23.21	256.812500	250.000000	71.183006	27.496389	20.000000	0.000000	541.000000	27.496389	27.031748	26.463879	0.475000
12:24.10	256.375000	250.000000	71.242561	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:25.20	255.874985	250.000000	71.095551	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:26.23	255.000000	250.000000	70.522827	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:26.76	254.687485	250.000000	70.288658	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.470000
12:27.78	254.062500	250.000000	69.657379	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.470000
12:28.98	252.937500	250.000000	68.161263	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.470000
12:29.98	251.250000	250.000000	65.274498	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.470000
12:30.98	250.437500	250.000000	63.805473	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:31.98	249.437500	250.000000	61.831657	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.470000
12:32.98	248.062500	250.000000	58.858910	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.475000
12:33.98	247.000000	250.000000	56.401424	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.470000
12:35.43	246.000000	250.000000	53.687576	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.470000
12:35.98	245.250000	250.000000	51.593979	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:36.98	244.625000	250.000000	49.572044	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:37.98	244.000000	250.000000	47.536461	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.475000
12:38.98	243.687500	250.000000	45.573101	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.475000
12:39.98	243.500000	250.000000	44.305248	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.463879	0.475000
12:40.98	243.062500	250.000000	42.006035	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.475000
12:41.98	243.062500	250.000000	41.006577	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.463879	0.475000
12:42.98	243.187500	250.000000	40.317646	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.463879	0.475000
12:43.98	243.250000	250.000000	39.032463	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.515512	0.475000
12:44.98	243.687500	250.000000	38.960300	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.515512	0.475000
12:45.98	244.312500	250.000000	38.859329	27.548004	20.000000	0.000000	541.000000	27.548004	27.031748	26.515512	0.475000
12:46.98	245.062500	250.000000	39.578983	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.475000
12:47.98	246.375000	250.000000	41.545807	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.515512	0.475000
12:48.98	249.000000	250.000000	46.356625	27.548004	20.000000	0.000000	541.000000	27.548004	27.083385	26.515512	0.475000
12:49.98	253.062485	250.000000	54.540085	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.475000
12:50.98	254.812515	250.000000	58.537704	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.475000
12:51.98	256.812500	250.000000	63.451824	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.475000
12:52.98	257.750000	250.000000	66.891373	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.475000
12:53.98	258.250000	250.000000	69.031075	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.475000
12:54.98	257.750000	250.000000	69.723320	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.470000
12:55.98	257.500000	250.000000	70.380333	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.475000
12:56.98	256.875000	250.000000	70.106705	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.515512	0.470000
12:57.98	256.500000	250.000000	70.809914	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
12:58.98	256.187500	250.000000	71.097458	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.470000
12:59.98	255.625015	250.000000	70.847580	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.470000
13:00.98	254.812515	250.000000	70.386658	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:01.98	254.375015	250.000000	70.144562	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:02.98	253.687500	250.000000	69.366737	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:03.98	252.500000	250.000000	67.683342	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:04.98	251.812485	250.000000	66.641914	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:05.98	250.750000	250.000000	64.745560	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:06.98	249.625000	250.000000	62.590931	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:07.98	249.000000	250.000000	61.250763	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:08.98	247.750000	250.000000	58.563187	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:09.98	246.687500	250.000000	55.896969	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:10.99	245.875000	250.000000	53.787868	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:11.98	245.250000	250.000000	51.873306	27.599640	20.000000	0.000000	540.960022	27.599640	27.135019	26.567129	0.475000
13:12.99	244.625000	250.000000	49.531765	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.567129	0.475000
13:13.98	244.312500	250.000000	48.117722	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.567129	0.475000
13:14.98	243.500000	250.000000	45.218914	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:15.98	243.375000	250.000000	44.071411	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:16.98	243.062500	250.000000	42.468529	27.599640	20.000000	0.000000	541.000000	27.599640	27.083385	26.670380	0.475000
13:17.98	243.187500	250.000000	41.265137	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:18.98	243.062500	250.000000	40.041603	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:19.98	243.250000	250.000000	39.455509	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:20.98	243.812500	250.000000	39.185974	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:21.98	244.187500	250.000000	39.055523	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:22.98	244.812500	250.000000	39.479042	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:23.99	246.000000	250.000000	40.807369	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:24.98	248.375000	250.000000	45.067825	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:25.98	250.937485	250.000000	50.052086	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.670380	0.470000
13:26.98	254.937500	250.000000	58.519093	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.670380	0.475000
13:27.99	256.812500	250.000000	63.048519	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.670380	0.470000
13:28.98	257.937500	250.000000	66.261658	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.670380	0.475000
13:29.98	258.750000	250.000000	69.668190	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.670380	0.475000
13:30.98	258.562500	250.000000	70.515213	27.599640	20.000000	0.000000	541.000000	27.599640	27.135019	26.670380	0.475000
13:31.98	258.250000	250.000000	71.659172	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.721994	0.475000
13:32.98	257.500000	250.000000	71.286774	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.721994	0.475000
13:33.98	257.125000	250.000000	71.556602	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.721994	0.475000
13:34.98	256.500000	250.000000	71.750320	27.651276	20.000000	0.000000	540.960022	27.651276	27.135019	26.721994	0.475000
13:35.98	256.062500	250.000000	71.836868	27.651276	20.000000	0.000000	541.000000	27.651276	27.135019	26.721994	0.475000
13:36.98	255.124985	250.000000	71.212479	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:37.98	254.375015	250.000000	70.403061	27.651276	20.000000	0.000000	540.960022	27.651276	27.135019	26.721994	0.475000
13:38.98	253.874985	250.000000	69.996490	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:39.98	252.624985	250.000000	68.216827	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:40.98	251.812485	250.000000	66.950523	27.599640	20.000000	0.000000	540.960022	27.599640	27.135019	26.721994	0.475000
13:41.98	250.750000	250.000000	65.058617	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:42.98	249.500000	250.000000	62.642433	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:43.98	248.375000	250.000000	60.295296	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:44.98	247.125000	250.000000	57.531483	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:45.98	245.875000	250.000000	54.330685	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:46.98	244.750000	250.000000	51.448792	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:47.98	243.687500	250.000000	48.145226	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:48.98	242.875000	250.000000	45.612747	27.702892	20.000000	0.000000	540.960022	27.702892	27.186636	26.721994	0.475000
13:49.98	242.562500	250.000000	43.968727	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:50.98	241.500000	250.000000	40.103649	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:51.98	241.375000	250.000000	38.647076	27.651276	20.000000	0.000000	540.960022	27.651276	27.186636	26.721994	0.475000
13:52.98	241.375000	250.000000	37.437958	27.702892	20.000000	0.000000	540.960022	27.702892	27.186636	26.721994	0.470000
13:53.98	241.375000	250.000000	35.667454	27.702892	20.000000	0.000000	540.960022	27.702892	27.186636	26.773632	0.475000
13:54.98	241.625000	250.000000	34.952793	27.702892	20.000000	0.000000	540.960022	27.702892	27.186636	26.773632	0.475000
13:55.98	241.625000	250.000000	33.706978	27.702892	20.000000	0.000000	540.960022	27.702892	27.186636	26.773632	0.470000
13:56.98	242.437500	250.000000	33.655121	27.702892	20.000000	0.000000	540.960022	27.702892	27.186636	26.773632	0.470000
13:57.98	243.250000	250.000000	34.251293	27.702892	20.000000	0.000000	540.960022	27.702892	27.186636	26.773632	0.475000
