Soubor: ;D:\!private\Lord\Git\UCT\Termografie\lab7 IT2\termokamera\IR_3618.jpg

Li8

Snímek 1;32,484;35,852;36,817;37,573;37,563;37,678;37,668;37,754;37,744;37,887;37,849;37,973;37,935;37,897;37,916;37,925;37,982;37,954;37,897;37,897;37,782;37,897;37,887;37,725;37,668;37,63;37,592;37,563;37,592;37,534;37,487;37,42;37,401;37,028;36,413;35,668;33,387;27,91;

