0	0.3955	5
1	0.3955	5
2	0.3955	5
3	0.3955	5
4	0.4443	5
5	0.4443	5
6	0.4932	5
7	0.5322	5
8	0.5713	5
9	0.6152	5
10	0.6787	5
11	0.708	5
12	0.791	5
13	0.9033	5
14	0.9717	5
15	1.035	5
16	1.104	5
17	1.172	5
18	1.235	5
19	1.309	5
20	1.377	5
21	1.44	5
22	1.514	5
23	1.587	5
24	1.646	5
25	1.719	5
26	1.787	5
27	1.841	5
28	1.919	5
29	1.992	5
30	2.056	5
31	2.109	5
32	2.173	5
33	2.241	5
34	2.31	5
35	2.368	5
36	2.456	5
37	2.49	5
38	2.559	5
39	2.603	5
40	2.666	5
41	2.734	5
42	2.783	5
43	2.842	5
44	2.891	5
45	2.974	5
46	3.008	5
47	3.076	5
48	3.12	5
49	3.174	5
50	3.237	5
51	3.276	5
52	3.345	5
53	3.384	5
54	3.457	5
55	3.481	5
56	3.545	5
57	3.594	5
58	3.643	5
59	3.711	5
60	3.701	5
61	3.789	5
62	3.838	5
63	3.887	5
64	3.911	5
65	3.97	5
66	4.009	5
67	4.082	5
68	4.106	5
69	4.155	5
70	4.209	5
71	4.199	5
72	4.277	5
73	4.312	5
74	4.355	5
75	4.395	5
76	4.429	5
77	4.463	5
78	4.531	5
79	4.546	5
80	4.561	5
81	4.634	5
82	4.653	5
83	4.702	5
84	4.741	5
85	4.775	5
86	4.79	5
87	4.854	5
88	4.863	5
89	4.912	5
90	4.907	5
91	4.976	5
92	4.98	5
93	5.02	5
94	5.059	5
95	5.083	5
96	5.093	5
97	5.156	5
98	5.181	5
99	5.195	5
100	5.239	5
101	5.269	5
102	5.283	5
103	5.327	5
104	5.337	5
105	5.386	5
106	5.376	5
107	5.43	5
108	5.459	5
109	5.474	5
110	5.488	5
111	5.532	5
112	5.552	5
113	5.571	5
114	5.566	5
115	5.605	5
116	5.625	5
117	5.659	5
118	5.679	5
119	5.713	5
120	5.757	5
121	5.757	5
122	5.771	5
123	5.815	5
124	5.796	5
125	5.82	5
126	5.864	5
127	5.859	5
128	5.884	5
129	5.923	5
130	5.928	5
131	5.923	5
132	5.967	5
133	5.991	5
134	6.016	5
135	6.021	5
136	6.06	5
137	6.04	5
138	6.089	5
139	6.084	5
140	6.108	5
141	6.128	5
142	6.113	5
143	6.162	5
144	6.162	5
145	6.177	5
146	6.182	5
147	6.201	5
148	6.235	5
149	6.25	5
150	6.25	5
151	6.265	5
152	6.299	5
153	6.294	5
154	6.289	5
155	6.328	5
156	6.328	5
157	6.372	5
158	6.357	5
159	6.382	5
160	6.367	5
161	6.421	5
162	6.416	5
163	6.406	5
164	6.44	5
165	6.484	5
166	6.44	5
167	6.47	5
168	6.475	5
169	6.494	5
170	6.489	5
171	6.528	5
172	6.509	5
173	6.519	5
174	6.548	5
175	6.519	5
176	6.548	5
177	6.567	5
178	6.577	5
179	6.597	5
180	6.572	5
181	6.621	5
182	6.587	5
183	6.641	5
184	6.641	5
185	6.626	5
186	6.636	5
187	6.665	5
188	6.665	5
189	6.675	5
190	6.685	5
191	6.636	5
192	6.699	5
193	6.689	5
194	6.714	5
195	6.694	5
196	6.699	5
197	6.719	5
198	6.719	5
199	6.768	5
200	6.787	5
201	6.777	5
202	6.733	5
203	6.738	5
204	6.777	5
205	6.792	5
206	6.777	5
207	6.763	5
208	6.826	5
209	6.787	5
210	6.787	5
211	6.846	5
212	6.792	5
213	6.807	5
214	6.851	5
215	6.846	5
216	6.87	5
217	6.846	5
218	6.86	5
219	6.904	5
220	6.855	5
221	6.895	5
222	6.885	5
223	6.895	5
224	6.899	5
225	6.929	5
226	6.904	5
227	6.895	5
228	6.89	5
229	6.914	5
230	6.958	5
231	6.943	5
232	6.934	5
233	6.943	5
234	6.973	5
235	6.943	5
236	6.958	5
237	6.973	5
238	6.958	5
239	6.982	5
240	6.978	5
241	6.987	5
242	6.982	5
243	7.021	5
244	6.948	5
245	6.978	5
246	6.978	5
247	6.978	5
248	7.012	5
249	7.036	5
250	6.992	5
251	6.997	5
252	7.046	5
253	7.017	5
254	7.026	5
255	7.021	5
256	7.021	5
257	7.017	5
258	7.021	5
259	7.065	5
260	7.041	5
261	7.026	5
262	7.036	5
263	7.021	5
264	7.012	5
265	7.036	5
266	7.012	5
267	7.026	5
268	7.041	5
269	7.061	5
270	7.061	5
271	7.061	5
272	7.056	5
273	7.065	5
274	7.056	5
275	7.041	5
276	7.026	5
277	7.061	5
278	7.031	5
279	7.075	5
280	7.08	5
281	7.041	5
282	7.021	5
283	7.021	5
284	7.041	5
285	7.056	5
286	7.07	5
287	7.07	5
288	7.041	5
289	7.075	5
290	7.07	5
291	7.056	5
292	7.109	5
293	7.061	5
294	7.08	5
295	7.056	5
296	7.075	5
297	7.036	5
298	7.061	5
299	7.065	5
300	7.065	5
301	7.09	5
302	7.075	5
303	7.07	5
304	7.075	5
305	7.08	5
306	7.056	5
307	7.08	5
308	7.109	5
309	7.041	5
310	7.075	5
311	7.065	5
312	7.09	5
313	7.07	5
314	7.056	5
315	7.104	5
316	7.07	5
317	7.104	5
318	7.1	5
319	7.061	5
320	7.1	5
321	7.095	5
322	7.041	5
323	7.09	5
324	7.1	5
325	7.08	5
326	7.085	5
327	7.104	5
328	7.09	5
329	7.07	5
330	7.09	5
331	7.085	5
332	7.08	5
333	7.109	5
334	7.085	5
335	7.114	5
336	7.085	5
337	7.08	5
338	7.134	5
339	7.1	5
340	7.104	5
341	7.085	5
342	7.109	5
343	7.1	5
344	7.075	5
345	7.104	5
346	7.109	5
347	7.124	5
348	7.09	5
349	7.104	5
350	7.114	5
351	7.08	5
352	7.075	5
353	7.119	5
354	7.129	5
355	7.104	5
356	7.134	5
357	7.095	5
358	7.09	5
359	7.109	5
360	7.129	5
361	7.104	5
362	7.065	5
363	7.134	5
364	7.08	5
365	7.041	5
366	7.095	5
367	7.085	5
368	7.1	5
369	7.1	5
370	7.114	5
371	7.07	5
372	7.085	5
373	7.046	5
374	7.085	5
375	7.085	5
376	7.051	5
377	7.075	5
378	7.056	5
379	7.061	5
380	7.104	5
381	7.085	5
382	7.061	5
383	7.036	5
384	7.085	5
385	7.026	5
386	7.08	5
387	7.041	5
388	7.056	5
389	7.056	5
390	7.051	5
391	7.056	5
392	7.041	5
393	7.012	5
394	7.026	5
395	7.041	5
396	7.021	5
397	7.026	5
398	7.007	5
399	7.007	5
400	6.992	5
401	7.036	5
402	7.017	5
403	7.031	5
404	7.017	5
405	7.031	5
406	7.021	5
407	7.021	5
408	6.978	5
409	7.026	5
410	6.973	5
411	7.002	5
412	7.002	5
413	6.987	5
414	6.992	5
415	6.987	5
416	6.973	5
417	6.987	5
418	6.968	5
419	6.978	5
420	6.973	5
421	6.963	5
422	6.948	5
423	6.973	5
424	6.953	5
425	6.943	5
426	6.968	5
427	6.953	5
428	6.943	5
429	6.958	5
430	6.978	5
431	6.929	5
432	6.924	5
433	6.953	5
434	6.948	5
435	6.929	5
436	6.914	5
437	6.934	5
438	6.919	5
439	6.904	5
440	6.948	5
441	6.938	5
442	6.938	5
443	6.919	5
444	6.914	5
445	6.914	5
446	6.929	5
447	6.914	5
448	6.924	5
449	6.938	5
450	6.909	5
451	6.938	5
452	6.943	5
453	6.919	5
454	6.934	5
455	6.909	5
456	6.929	5
457	6.914	5
458	6.909	5
459	6.919	5
460	6.87	5
461	6.909	5
462	6.909	5
463	6.919	5
464	6.895	5
465	6.924	5
466	6.914	5
467	6.89	5
468	6.929	5
469	6.914	5
470	6.924	5
471	6.919	5
472	6.899	5
473	6.948	5
474	6.895	5
475	6.934	5
476	6.909	5
477	6.904	5
478	6.904	5
479	6.895	5
480	6.919	5
481	6.929	5
482	6.938	5
483	6.919	5
484	6.909	5
485	6.943	5
486	6.914	5
487	6.919	5
488	6.948	5
489	6.88	5
490	6.919	5
491	6.885	5
492	6.924	5
493	6.914	5
494	6.919	5
495	6.934	5
496	6.929	5
497	6.948	5
498	6.909	5
499	6.885	5
500	6.943	5
501	6.934	5
502	6.934	5
