[Connect DataFile][1.0]
Date:	25.9.2018
Time:	16:43:40
Unit:	°C
Resolution:	0,020
Time	TObj	TInt	TExt
00:01:23,320	19,2	26,7	-----	
00:01:23,340	19,2	26,7	-----	
00:01:23,360	19,2	26,7	-----	
00:01:23,380	19,2	26,7	-----	
00:01:23,400	19,2	26,7	-----	
00:01:23,420	19,2	26,7	-----	
00:01:23,440	19,2	26,7	-----	
00:01:23,460	19,2	26,7	-----	
00:01:23,480	19,2	26,7	-----	
00:01:23,500	19,1	26,7	-----	
00:01:23,520	19,1	26,7	-----	
00:01:23,540	19,1	26,7	-----	
00:01:23,560	19,1	26,7	-----	
00:01:23,580	19,1	26,7	-----	
00:01:23,600	19,1	26,7	-----	
00:01:23,620	19,1	26,7	-----	
00:01:23,640	19,1	26,7	-----	
00:01:23,660	19,1	26,7	-----	
00:01:23,680	19,1	26,7	-----	
00:01:23,700	19,1	26,7	-----	
00:01:23,720	19,1	26,7	-----	
00:01:23,740	19,1	26,7	-----	
00:01:23,760	19,1	26,7	-----	
00:01:23,780	19,1	26,7	-----	
00:01:23,800	19,1	26,7	-----	
00:01:23,820	19,1	26,7	-----	
00:01:23,840	19,1	26,7	-----	
00:01:23,860	19,1	26,7	-----	
00:01:23,880	19,1	26,7	-----	
00:01:23,900	18,9	26,7	-----	
00:01:23,920	18,9	26,7	-----	
00:01:23,940	18,9	26,7	-----	
00:01:23,960	18,9	26,7	-----	
00:01:23,980	18,9	26,7	-----	
00:01:24,000	18,9	26,7	-----	
00:01:24,020	18,9	26,7	-----	
00:01:24,040	18,9	26,7	-----	
00:01:24,060	18,9	26,7	-----	
00:01:24,080	18,9	26,7	-----	
00:01:24,100	18,9	26,7	-----	
00:01:24,120	18,9	26,7	-----	
00:01:24,140	18,9	26,7	-----	
00:01:24,160	18,9	26,7	-----	
00:01:24,180	18,9	26,7	-----	
00:01:24,200	18,8	26,7	-----	
00:01:24,220	18,8	26,7	-----	
00:01:24,240	18,8	26,7	-----	
00:01:24,260	18,8	26,7	-----	
00:01:24,280	18,8	26,7	-----	
00:01:24,300	18,8	26,7	-----	
00:01:24,320	18,8	26,7	-----	
00:01:24,340	18,8	26,7	-----	
00:01:24,360	18,8	26,7	-----	
00:01:24,380	18,8	26,7	-----	
00:01:24,400	18,8	26,7	-----	
00:01:24,420	18,8	26,7	-----	
00:01:24,440	18,7	26,7	-----	
00:01:24,460	18,7	26,7	-----	
00:01:24,480	18,7	26,7	-----	
00:01:24,500	18,7	26,7	-----	
00:01:24,520	18,7	26,7	-----	
00:01:24,540	18,7	26,7	-----	
00:01:24,560	18,7	26,7	-----	
00:01:24,580	18,7	26,7	-----	
00:01:24,600	18,7	26,7	-----	
00:01:24,620	18,7	26,7	-----	
00:01:24,640	18,7	26,7	-----	
00:01:24,660	18,7	26,7	-----	
00:01:24,680	18,7	26,7	-----	
00:01:24,700	18,7	26,7	-----	
00:01:24,720	18,7	26,7	-----	
00:01:24,740	18,6	26,7	-----	
00:01:24,760	18,6	26,7	-----	
00:01:24,780	18,6	26,7	-----	
00:01:24,800	18,6	26,7	-----	
00:01:24,820	18,6	26,7	-----	
00:01:24,840	18,6	26,7	-----	
00:01:24,860	18,6	26,7	-----	
00:01:24,880	18,6	26,7	-----	
00:01:24,900	18,6	26,7	-----	
00:01:24,920	18,6	26,7	-----	
00:01:24,940	18,6	26,7	-----	
00:01:24,960	18,6	26,7	-----	
00:01:24,980	18,6	26,7	-----	
00:01:25,000	18,6	26,7	-----	
00:01:25,020	18,6	26,7	-----	
00:01:25,040	18,6	26,7	-----	
00:01:25,060	18,6	26,7	-----	
00:01:25,080	18,6	26,7	-----	
00:01:25,100	18,4	26,7	-----	
00:01:25,120	18,4	26,7	-----	
00:01:25,140	18,4	26,7	-----	
00:01:25,160	18,4	26,7	-----	
00:01:25,180	18,4	26,7	-----	
00:01:25,200	18,4	26,7	-----	
00:01:25,220	18,4	26,7	-----	
00:01:25,240	18,4	26,7	-----	
00:01:25,260	18,4	26,7	-----	
00:01:25,280	18,4	26,7	-----	
00:01:25,300	18,4	26,7	-----	
00:01:25,320	18,4	26,7	-----	
00:01:25,340	18,4	26,7	-----	
00:01:25,360	18,4	26,7	-----	
00:01:25,380	18,4	26,7	-----	
00:01:25,400	18,3	26,7	-----	
00:01:25,420	18,3	26,7	-----	
00:01:25,440	18,3	26,7	-----	
00:01:25,460	18,3	26,7	-----	
00:01:25,480	18,3	26,7	-----	
00:01:25,500	18,3	26,7	-----	
00:01:25,520	18,3	26,7	-----	
00:01:25,540	18,2	26,7	-----	
00:01:25,560	18,2	26,7	-----	
00:01:25,580	18,2	26,7	-----	
00:01:25,600	18,2	26,7	-----	
00:01:25,620	18,2	26,7	-----	
00:01:25,640	18,2	26,7	-----	
00:01:25,660	18,2	26,7	-----	
00:01:25,680	18,2	26,7	-----	
00:01:25,700	18,2	26,7	-----	
00:01:25,720	18,2	26,7	-----	
00:01:25,740	18,2	26,7	-----	
00:01:25,760	18,2	26,7	-----	
00:01:25,780	18,2	26,7	-----	
00:01:25,800	18,2	26,7	-----	
00:01:25,820	18,2	26,7	-----	
00:01:25,840	18,2	26,7	-----	
00:01:25,860	18,2	26,7	-----	
00:01:25,880	18,2	26,7	-----	
00:01:25,900	18,2	26,7	-----	
00:01:25,920	18,2	26,7	-----	
00:01:25,940	18,2	26,7	-----	
00:01:25,960	18,2	26,7	-----	
00:01:25,980	18,2	26,7	-----	
00:01:26,000	18,2	26,7	-----	
00:01:26,020	18,2	26,7	-----	
00:01:26,040	18,2	26,7	-----	
00:01:26,060	18,2	26,7	-----	
00:01:26,080	18,2	26,7	-----	
00:01:26,100	18,2	26,7	-----	
00:01:26,120	18,2	26,7	-----	
00:01:26,140	18,2	26,7	-----	
00:01:26,160	18,2	26,7	-----	
00:01:26,180	18,2	26,7	-----	
00:01:26,200	18,2	26,7	-----	
00:01:26,220	18,2	26,7	-----	
00:01:26,240	18,1	26,7	-----	
00:01:26,260	18,1	26,7	-----	
00:01:26,280	18,1	26,7	-----	
00:01:26,300	18,1	26,7	-----	
00:01:26,320	18,1	26,7	-----	
00:01:26,340	18,1	26,7	-----	
00:01:26,360	18,1	26,7	-----	
00:01:26,380	18,1	26,7	-----	
00:01:26,400	18,1	26,7	-----	
00:01:26,420	18,1	26,7	-----	
00:01:26,440	18,1	26,7	-----	
00:01:26,460	18,1	26,7	-----	
00:01:26,480	18,1	26,7	-----	
00:01:26,500	18,1	26,7	-----	
00:01:26,520	18,1	26,7	-----	
00:01:26,540	18,1	26,7	-----	
00:01:26,560	18,1	26,7	-----	
00:01:26,580	18,1	26,7	-----	
00:01:26,600	18,1	26,7	-----	
00:01:26,620	18,1	26,7	-----	
00:01:26,640	18,1	26,7	-----	
00:01:26,660	18,1	26,7	-----	
00:01:26,680	18,1	26,7	-----	
00:01:26,700	18,1	26,7	-----	
00:01:26,720	18,1	26,7	-----	
00:01:26,740	18,1	26,7	-----	
00:01:26,760	17,9	26,7	-----	
00:01:26,780	17,9	26,7	-----	
00:01:26,800	17,9	26,7	-----	
00:01:26,820	17,9	26,7	-----	
00:01:26,840	17,9	26,7	-----	
00:01:26,860	17,9	26,7	-----	
00:01:26,880	17,9	26,7	-----	
00:01:26,900	17,9	26,7	-----	
00:01:26,920	17,9	26,7	-----	
00:01:26,940	17,9	26,7	-----	
00:01:26,960	17,9	26,7	-----	
00:01:26,980	17,8	26,7	-----	
00:01:27,000	17,7	26,7	-----	
00:01:27,020	17,7	26,7	-----	
00:01:27,040	17,7	26,7	-----	
00:01:27,060	17,7	26,7	-----	
00:01:27,080	17,7	26,7	-----	
00:01:27,100	17,7	26,7	-----	
00:01:27,120	17,7	26,7	-----	
00:01:27,140	17,7	26,7	-----	
00:01:27,160	17,7	26,7	-----	
00:01:27,180	17,7	26,7	-----	
00:01:27,200	17,7	26,7	-----	
00:01:27,220	17,7	26,7	-----	
00:01:27,240	17,7	26,7	-----	
00:01:27,260	17,7	26,7	-----	
00:01:27,280	17,7	26,7	-----	
00:01:27,300	17,7	26,7	-----	
00:01:27,320	17,7	26,7	-----	
00:01:27,340	17,7	26,7	-----	
00:01:27,360	17,7	26,7	-----	
00:01:27,380	17,7	26,7	-----	
00:01:27,400	17,7	26,7	-----	
00:01:27,420	17,7	26,7	-----	
00:01:27,440	17,7	26,7	-----	
00:01:27,460	17,7	26,7	-----	
00:01:27,480	17,7	26,7	-----	
00:01:27,500	17,7	26,7	-----	
00:01:27,520	17,7	26,7	-----	
00:01:27,540	17,7	26,7	-----	
00:01:27,560	17,7	26,7	-----	
00:01:27,580	17,7	26,7	-----	
00:01:27,600	17,7	26,7	-----	
00:01:27,620	17,7	26,7	-----	
00:01:27,640	17,7	26,7	-----	
00:01:27,660	17,7	26,7	-----	
00:01:27,680	17,7	26,7	-----	
00:01:27,700	17,7	26,7	-----	
00:01:27,720	17,6	26,7	-----	
00:01:27,740	17,6	26,7	-----	
00:01:27,760	17,6	26,7	-----	
00:01:27,780	17,6	26,7	-----	
00:01:27,800	17,6	26,7	-----	
00:01:27,820	17,6	26,7	-----	
00:01:27,840	17,6	26,7	-----	
00:01:27,860	17,6	26,7	-----	
00:01:27,880	17,6	26,7	-----	
00:01:27,900	17,6	26,7	-----	
00:01:27,920	17,6	26,7	-----	
00:01:27,940	17,6	26,7	-----	
00:01:27,960	17,6	26,7	-----	
00:01:27,980	17,6	26,7	-----	
00:01:28,000	17,6	26,7	-----	
00:01:28,020	17,6	26,7	-----	
00:01:28,040	17,6	26,7	-----	
00:01:28,060	17,6	26,7	-----	
00:01:28,080	17,6	26,7	-----	
00:01:28,100	17,6	26,7	-----	
00:01:28,120	17,6	26,7	-----	
00:01:28,140	17,6	26,7	-----	
00:01:28,160	17,6	26,7	-----	
00:01:28,180	17,5	26,7	-----	
00:01:28,200	17,5	26,7	-----	
00:01:28,220	17,5	26,7	-----	
00:01:28,240	17,5	26,7	-----	
00:01:28,260	17,5	26,7	-----	
00:01:28,280	17,5	26,7	-----	
00:01:28,300	17,5	26,7	-----	
00:01:28,320	17,5	26,7	-----	
00:01:28,340	17,5	26,7	-----	
00:01:28,360	17,5	26,7	-----	
00:01:28,380	17,5	26,7	-----	
00:01:28,400	17,5	26,7	-----	
00:01:28,420	17,5	26,7	-----	
00:01:28,440	17,5	26,7	-----	
00:01:28,460	17,5	26,7	-----	
00:01:28,480	17,5	26,7	-----	
00:01:28,500	17,5	26,7	-----	
00:01:28,520	17,5	26,7	-----	
00:01:28,540	17,5	26,7	-----	
00:01:28,560	17,5	26,7	-----	
00:01:28,580	17,5	26,7	-----	
00:01:28,600	17,5	26,7	-----	
00:01:28,620	17,5	26,7	-----	
00:01:28,640	17,5	26,7	-----	
00:01:28,660	17,5	26,7	-----	
00:01:28,680	17,5	26,7	-----	
00:01:28,700	17,5	26,7	-----	
00:01:28,720	17,3	26,7	-----	
00:01:28,740	17,3	26,7	-----	
00:01:28,760	17,3	26,7	-----	
00:01:28,780	17,3	26,7	-----	
00:01:28,800	17,3	26,7	-----	
00:01:28,820	17,3	26,7	-----	
00:01:28,840	17,3	26,7	-----	
00:01:28,860	17,3	26,7	-----	
00:01:28,880	17,3	26,7	-----	
00:01:28,900	17,3	26,7	-----	
00:01:28,920	17,3	26,7	-----	
00:01:28,940	17,3	26,7	-----	
00:01:28,960	17,3	26,7	-----	
00:01:28,980	17,3	26,7	-----	
00:01:29,000	17,3	26,7	-----	
00:01:29,020	17,3	26,7	-----	
00:01:29,040	17,3	26,7	-----	
00:01:29,060	17,3	26,7	-----	
00:01:29,080	17,3	26,7	-----	
00:01:29,100	17,3	26,7	-----	
00:01:29,120	17,3	26,7	-----	
00:01:29,140	17,3	26,7	-----	
00:01:29,160	17,3	26,7	-----	
00:01:29,180	17,3	26,7	-----	
00:01:29,200	17,3	26,7	-----	
00:01:29,220	17,3	26,7	-----	
00:01:29,240	17,3	26,7	-----	
00:01:29,260	17,3	26,7	-----	
00:01:29,280	17,3	26,7	-----	
00:01:29,300	17,3	26,7	-----	
00:01:29,320	17,3	26,7	-----	
00:01:29,340	17,3	26,7	-----	
00:01:29,360	17,2	26,7	-----	
00:01:29,380	17,2	26,7	-----	
00:01:29,400	17,2	26,7	-----	
00:01:29,420	17,2	26,7	-----	
00:01:29,440	17,2	26,7	-----	
00:01:29,460	17,2	26,7	-----	
00:01:29,480	17,2	26,7	-----	
00:01:29,500	17,2	26,7	-----	
00:01:29,520	17,2	26,7	-----	
00:01:29,540	17,2	26,7	-----	
00:01:29,560	17,2	26,7	-----	
00:01:29,580	17,2	26,7	-----	
00:01:29,600	17,2	26,7	-----	
00:01:29,620	17,2	26,7	-----	
00:01:29,640	17,2	26,7	-----	
00:01:29,660	17,2	26,7	-----	
00:01:29,680	17,2	26,7	-----	
00:01:29,700	17,2	26,7	-----	
00:01:29,720	17,2	26,7	-----	
00:01:29,740	17,2	26,7	-----	
00:01:29,760	17,2	26,7	-----	
00:01:29,780	17,2	26,7	-----	
00:01:29,800	17,2	26,7	-----	
00:01:29,820	17,2	26,7	-----	
00:01:29,840	17,2	26,7	-----	
00:01:29,860	17,2	26,7	-----	
00:01:29,880	17,2	26,7	-----	
00:01:29,900	17,1	26,7	-----	
00:01:29,920	17,1	26,7	-----	
00:01:29,940	17,1	26,7	-----	
00:01:29,960	17,1	26,7	-----	
00:01:29,980	17,1	26,7	-----	
00:01:30,000	17,1	26,7	-----	
00:01:30,020	17,1	26,7	-----	
00:01:30,040	17,1	26,7	-----	
00:01:30,060	17,1	26,7	-----	
00:01:30,080	17,1	26,7	-----	
00:01:30,100	17,1	26,7	-----	
00:01:30,120	17,1	26,7	-----	
00:01:30,140	17,1	26,7	-----	
00:01:30,160	17,1	26,7	-----	
00:01:30,180	17,1	26,7	-----	
00:01:30,200	17,1	26,7	-----	
00:01:30,220	17,1	26,7	-----	
00:01:30,240	17,1	26,7	-----	
00:01:30,260	17,1	26,7	-----	
00:01:30,280	17,1	26,7	-----	
00:01:30,300	17,1	26,7	-----	
00:01:30,320	17,1	26,7	-----	
00:01:30,340	17,1	26,7	-----	
00:01:30,360	17,1	26,7	-----	
00:01:30,380	17,1	26,7	-----	
00:01:30,400	17,1	26,7	-----	
00:01:30,420	17,1	26,7	-----	
00:01:30,440	17,1	26,7	-----	
00:01:30,460	17,1	26,7	-----	
00:01:30,480	16,9	26,7	-----	
00:01:30,500	16,9	26,7	-----	
00:01:30,520	16,9	26,7	-----	
00:01:30,540	16,9	26,7	-----	
00:01:30,560	16,9	26,7	-----	
00:01:30,580	16,9	26,7	-----	
00:01:30,600	16,9	26,7	-----	
00:01:30,620	16,9	26,7	-----	
00:01:30,640	16,9	26,7	-----	
00:01:30,660	16,9	26,7	-----	
00:01:30,680	16,9	26,7	-----	
00:01:30,700	16,9	26,7	-----	
00:01:30,720	16,9	26,7	-----	
00:01:30,740	16,9	26,7	-----	
00:01:30,760	16,9	26,7	-----	
00:01:30,780	16,9	26,7	-----	
00:01:30,800	16,9	26,7	-----	
00:01:30,820	16,9	26,7	-----	
00:01:30,840	16,9	26,7	-----	
00:01:30,860	16,9	26,7	-----	
00:01:30,880	16,9	26,7	-----	
00:01:30,900	16,9	26,7	-----	
00:01:30,920	16,9	26,7	-----	
00:01:30,940	16,9	26,7	-----	
00:01:30,960	16,9	26,7	-----	
00:01:30,980	16,9	26,7	-----	
00:01:31,000	16,9	26,7	-----	
00:01:31,020	16,9	26,7	-----	
00:01:31,040	16,9	26,7	-----	
00:01:31,060	16,9	26,7	-----	
00:01:31,080	16,9	26,7	-----	
00:01:31,100	16,9	26,7	-----	
00:01:31,120	16,9	26,7	-----	
00:01:31,140	16,9	26,7	-----	
00:01:31,160	16,8	26,7	-----	
00:01:31,180	16,8	26,7	-----	
00:01:31,200	16,8	26,7	-----	
00:01:31,220	16,8	26,7	-----	
00:01:31,240	16,8	26,7	-----	
00:01:31,260	16,8	26,7	-----	
00:01:31,280	16,8	26,7	-----	
00:01:31,300	16,8	26,7	-----	
00:01:31,320	16,8	26,7	-----	
00:01:31,340	16,8	26,7	-----	
00:01:31,360	16,8	26,7	-----	
00:01:31,380	16,8	26,7	-----	
00:01:31,400	16,8	26,7	-----	
00:01:31,420	16,8	26,7	-----	
00:01:31,440	16,8	26,7	-----	
00:01:31,460	16,8	26,7	-----	
00:01:31,480	16,8	26,7	-----	
00:01:31,500	16,8	26,7	-----	
00:01:31,520	16,8	26,7	-----	
00:01:31,540	16,8	26,7	-----	
00:01:31,560	16,8	26,7	-----	
00:01:31,580	16,8	26,7	-----	
00:01:31,600	16,8	26,7	-----	
00:01:31,620	16,7	26,7	-----	
00:01:31,640	16,7	26,7	-----	
00:01:31,660	16,7	26,7	-----	
00:01:31,680	16,7	26,7	-----	
00:01:31,700	16,7	26,7	-----	
00:01:31,720	16,7	26,7	-----	
00:01:31,740	16,7	26,7	-----	
00:01:31,760	16,7	26,7	-----	
00:01:31,780	16,7	26,7	-----	
00:01:31,800	16,7	26,7	-----	
00:01:31,820	16,7	26,7	-----	
00:01:31,840	16,7	26,7	-----	
00:01:31,860	16,7	26,7	-----	
00:01:31,880	16,7	26,7	-----	
00:01:31,900	16,7	26,7	-----	
00:01:31,920	16,7	26,7	-----	
00:01:31,940	16,7	26,7	-----	
00:01:31,960	16,7	26,7	-----	
00:01:31,980	16,7	26,7	-----	
00:01:32,000	16,7	26,7	-----	
00:01:32,020	16,7	26,7	-----	
00:01:32,040	16,6	26,7	-----	
00:01:32,060	16,6	26,7	-----	
00:01:32,080	16,6	26,7	-----	
00:01:32,100	16,6	26,7	-----	
00:01:32,120	16,6	26,7	-----	
00:01:32,140	16,6	26,7	-----	
00:01:32,160	16,6	26,7	-----	
00:01:32,180	16,6	26,7	-----	
00:01:32,200	16,6	26,7	-----	
00:01:32,220	16,6	26,7	-----	
00:01:32,240	16,6	26,7	-----	
00:01:32,260	16,6	26,7	-----	
00:01:32,280	16,6	26,7	-----	
00:01:32,300	16,6	26,7	-----	
00:01:32,320	16,6	26,7	-----	
00:01:32,340	16,6	26,7	-----	
00:01:32,360	16,6	26,7	-----	
00:01:32,380	16,6	26,7	-----	
00:01:32,400	16,6	26,7	-----	
00:01:32,420	16,6	26,7	-----	
00:01:32,440	16,6	26,7	-----	
00:01:32,460	16,6	26,7	-----	
00:01:32,480	16,6	26,7	-----	
00:01:32,500	16,6	26,7	-----	
00:01:32,520	16,6	26,7	-----	
00:01:32,540	16,6	26,7	-----	
00:01:32,560	16,6	26,7	-----	
00:01:32,580	16,6	26,7	-----	
00:01:32,600	16,6	26,7	-----	
00:01:32,620	16,6	26,7	-----	
00:01:32,640	16,6	26,7	-----	
00:01:32,660	16,6	26,7	-----	
00:01:32,680	16,6	26,7	-----	
00:01:32,700	16,6	26,7	-----	
00:01:32,720	16,6	26,7	-----	
00:01:32,740	16,6	26,7	-----	
00:01:32,760	16,5	26,7	-----	
00:01:32,780	16,4	26,7	-----	
00:01:32,800	16,4	26,7	-----	
00:01:32,820	16,4	26,7	-----	
00:01:32,840	16,4	26,7	-----	
00:01:32,860	16,4	26,7	-----	
00:01:32,880	16,4	26,7	-----	
00:01:32,900	16,4	26,7	-----	
00:01:32,920	16,4	26,7	-----	
00:01:32,940	16,4	26,7	-----	
00:01:32,960	16,4	26,7	-----	
00:01:32,980	16,4	26,7	-----	
00:01:33,000	16,4	26,7	-----	
00:01:33,020	16,4	26,7	-----	
00:01:33,040	16,4	26,7	-----	
00:01:33,060	16,4	26,7	-----	
00:01:33,080	16,4	26,7	-----	
00:01:33,100	16,4	26,7	-----	
00:01:33,120	16,4	26,7	-----	
00:01:33,140	16,4	26,7	-----	
00:01:33,160	16,4	26,7	-----	
00:01:33,180	16,4	26,7	-----	
00:01:33,200	16,4	26,7	-----	
00:01:33,220	16,4	26,7	-----	
00:01:33,240	16,4	26,7	-----	
00:01:33,260	16,4	26,7	-----	
00:01:33,280	16,4	26,7	-----	
00:01:33,300	16,4	26,7	-----	
00:01:33,320	16,4	26,7	-----	
00:01:33,340	16,4	26,7	-----	
00:01:33,360	16,3	26,7	-----	
00:01:33,380	16,3	26,7	-----	
00:01:33,400	16,3	26,7	-----	
00:01:33,420	16,3	26,7	-----	
00:01:33,440	16,3	26,7	-----	
00:01:33,460	16,3	26,7	-----	
00:01:33,480	16,3	26,7	-----	
00:01:33,500	16,3	26,7	-----	
00:01:33,520	16,3	26,7	-----	
00:01:33,540	16,3	26,7	-----	
00:01:33,560	16,3	26,7	-----	
00:01:33,580	16,3	26,7	-----	
00:01:33,600	16,3	26,7	-----	
00:01:33,620	16,3	26,7	-----	
00:01:33,640	16,3	26,7	-----	
00:01:33,660	16,3	26,7	-----	
00:01:33,680	16,3	26,7	-----	
00:01:33,700	16,3	26,7	-----	
00:01:33,720	16,3	26,7	-----	
00:01:33,740	16,3	26,7	-----	
00:01:33,760	16,3	26,7	-----	
00:01:33,780	16,3	26,7	-----	
00:01:33,800	16,3	26,7	-----	
00:01:33,820	16,3	26,7	-----	
00:01:33,840	16,3	26,7	-----	
00:01:33,860	16,3	26,7	-----	
00:01:33,880	16,3	26,7	-----	
00:01:33,900	16,3	26,7	-----	
00:01:33,920	16,3	26,7	-----	
00:01:33,940	16,3	26,7	-----	
00:01:33,960	16,3	26,7	-----	
00:01:33,980	16,3	26,7	-----	
00:01:34,000	16,3	26,7	-----	
00:01:34,020	16,3	26,7	-----	
00:01:34,040	16,3	26,7	-----	
00:01:34,060	16,3	26,7	-----	
00:01:34,080	16,3	26,7	-----	
00:01:34,100	16,3	26,7	-----	
00:01:34,120	16,2	26,7	-----	
00:01:34,140	16,2	26,7	-----	
00:01:34,160	16,2	26,7	-----	
00:01:34,180	16,2	26,7	-----	
00:01:34,200	16,2	26,7	-----	
00:01:34,220	16,2	26,7	-----	
00:01:34,240	16,2	26,7	-----	
00:01:34,260	16,2	26,7	-----	
00:01:34,280	16,2	26,7	-----	
00:01:34,300	16,2	26,7	-----	
00:01:34,320	16,2	26,7	-----	
00:01:34,340	16,2	26,7	-----	
00:01:34,360	16,2	26,7	-----	
00:01:34,380	16,2	26,7	-----	
00:01:34,400	16,2	26,7	-----	
00:01:34,420	16,2	26,7	-----	
00:01:34,440	16,2	26,7	-----	
00:01:34,460	16,2	26,7	-----	
00:01:34,480	16,2	26,7	-----	
00:01:34,500	16,2	26,7	-----	
00:01:34,520	16,2	26,7	-----	
00:01:34,540	16,2	26,7	-----	
00:01:34,560	16,2	26,7	-----	
00:01:34,580	16,2	26,7	-----	
00:01:34,600	16,2	26,7	-----	
00:01:34,620	16,2	26,7	-----	
00:01:34,640	16,2	26,7	-----	
00:01:34,660	16,2	26,7	-----	
00:01:34,680	16,2	26,7	-----	
00:01:34,700	16,2	26,7	-----	
00:01:34,720	16,2	26,7	-----	
00:01:34,740	16,2	26,7	-----	
00:01:34,760	16,2	26,7	-----	
00:01:34,780	16,2	26,7	-----	
00:01:34,800	16,2	26,7	-----	
00:01:34,820	16,2	26,7	-----	
00:01:34,840	16,2	26,7	-----	
00:01:34,860	16,2	26,7	-----	
00:01:34,880	16,2	26,7	-----	
00:01:34,900	16,2	26,7	-----	
00:01:34,920	16,2	26,7	-----	
00:01:34,940	16,2	26,7	-----	
00:01:34,960	16,2	26,7	-----	
00:01:34,980	16,2	26,7	-----	
00:01:35,000	16,2	26,7	-----	
00:01:35,020	16,2	26,7	-----	
00:01:35,040	16,1	26,7	-----	
00:01:35,060	16,1	26,7	-----	
00:01:35,080	16,1	26,7	-----	
00:01:35,100	16,1	26,7	-----	
00:01:35,120	16,1	26,7	-----	
00:01:35,140	16,1	26,7	-----	
00:01:35,160	16,1	26,7	-----	
00:01:35,180	16,1	26,7	-----	
00:01:35,200	16,1	26,7	-----	
00:01:35,220	16,1	26,7	-----	
00:01:35,240	16,1	26,7	-----	
00:01:35,260	16,1	26,7	-----	
00:01:35,280	16,1	26,7	-----	
00:01:35,300	16,1	26,7	-----	
00:01:35,320	16,1	26,7	-----	
00:01:35,340	16,1	26,7	-----	
00:01:35,360	16,1	26,7	-----	
00:01:35,380	16,1	26,7	-----	
00:01:35,400	16,1	26,7	-----	
00:01:35,420	16,1	26,7	-----	
00:01:35,440	16,1	26,7	-----	
00:01:35,460	16,1	26,7	-----	
00:01:35,480	16,1	26,7	-----	
00:01:35,500	16,1	26,7	-----	
00:01:35,520	16,1	26,7	-----	
00:01:35,540	16,1	26,7	-----	
00:01:35,560	16,1	26,7	-----	
00:01:35,580	16,1	26,7	-----	
00:01:35,600	16,1	26,7	-----	
00:01:35,620	16,1	26,7	-----	
00:01:35,640	16,1	26,7	-----	
00:01:35,660	16,1	26,7	-----	
00:01:35,680	16,1	26,7	-----	
00:01:35,700	16,1	26,7	-----	
00:01:35,720	16,1	26,7	-----	
00:01:35,740	16,1	26,7	-----	
00:01:35,760	16,1	26,7	-----	
00:01:35,780	16,1	26,7	-----	
00:01:35,800	16,1	26,7	-----	
00:01:35,820	16,1	26,7	-----	
00:01:35,840	16,1	26,7	-----	
00:01:35,860	16,1	26,7	-----	
00:01:35,880	16,1	26,7	-----	
00:01:35,900	16,1	26,7	-----	
00:01:35,920	16,1	26,7	-----	
00:01:35,940	16,1	26,7	-----	
00:01:35,960	16,1	26,7	-----	
00:01:35,980	16,1	26,7	-----	
00:01:36,000	16,1	26,7	-----	
00:01:36,020	16,1	26,7	-----	
00:01:36,040	16,1	26,7	-----	
00:01:36,060	16,1	26,7	-----	
00:01:36,080	16,1	26,7	-----	
00:01:36,100	16,1	26,7	-----	
00:01:36,120	16,1	26,7	-----	
00:01:36,140	16,0	26,7	-----	
00:01:36,160	15,9	26,7	-----	
00:01:36,180	15,9	26,7	-----	
00:01:36,200	15,9	26,7	-----	
00:01:36,220	15,9	26,7	-----	
00:01:36,240	15,9	26,7	-----	
00:01:36,260	15,9	26,7	-----	
00:01:36,280	15,9	26,7	-----	
00:01:36,300	15,9	26,7	-----	
00:01:36,320	15,9	26,7	-----	
00:01:36,340	15,9	26,7	-----	
00:01:36,360	15,9	26,7	-----	
00:01:36,380	15,9	26,7	-----	
00:01:36,400	15,9	26,7	-----	
00:01:36,420	15,9	26,7	-----	
00:01:36,440	15,9	26,7	-----	
00:01:36,460	15,9	26,7	-----	
00:01:36,480	15,9	26,7	-----	
00:01:36,500	15,9	26,7	-----	
00:01:36,520	15,9	26,7	-----	
00:01:36,540	15,9	26,7	-----	
00:01:36,560	15,9	26,7	-----	
00:01:36,580	15,9	26,7	-----	
00:01:36,600	15,9	26,7	-----	
00:01:36,620	15,9	26,7	-----	
00:01:36,640	15,9	26,7	-----	
00:01:36,660	15,9	26,7	-----	
00:01:36,680	15,9	26,7	-----	
00:01:36,700	15,9	26,7	-----	
00:01:36,720	15,9	26,7	-----	
00:01:36,740	15,9	26,7	-----	
00:01:36,760	15,9	26,7	-----	
00:01:36,780	15,9	26,7	-----	
00:01:36,800	15,9	26,7	-----	
00:01:36,820	15,9	26,7	-----	
00:01:36,840	15,9	26,7	-----	
00:01:36,860	15,9	26,7	-----	
00:01:36,880	15,9	26,7	-----	
00:01:36,900	15,9	26,7	-----	
00:01:36,920	15,9	26,7	-----	
00:01:36,940	15,8	26,7	-----	
00:01:36,960	15,8	26,7	-----	
00:01:36,980	15,8	26,7	-----	
00:01:37,000	15,8	26,7	-----	
00:01:37,020	15,8	26,7	-----	
00:01:37,040	15,8	26,7	-----	
00:01:37,060	15,8	26,7	-----	
00:01:37,080	15,8	26,7	-----	
00:01:37,100	15,8	26,7	-----	
00:01:37,120	15,8	26,7	-----	
00:01:37,140	15,8	26,7	-----	
00:01:37,160	15,8	26,7	-----	
00:01:37,180	15,8	26,7	-----	
00:01:37,200	15,8	26,7	-----	
00:01:37,220	15,8	26,7	-----	
